# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 20 06:02:50 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
HD 118203 b,HD 118203,1,Radial Velocity,6.13350000,0.070000,13.200,886.74570,,,5864.00,2.06,1.84,13h34m02.39s,203.5099560,+53d43m41.48s,53.7281876,92.2589000
HD 11964 b,HD 11964,2,Radial Velocity,1945.00000000,3.160000,14.100,198.00000,,,5303.00,2.01,0.91,01h57m09.22s,29.2884252,-10d14m36.49s,-10.2434693,33.5369000
HD 11964 c,HD 11964,2,Radial Velocity,37.91000000,0.229000,5.380,25.00000,,,5303.00,2.01,0.91,01h57m09.22s,29.2884252,-10d14m36.49s,-10.2434693,33.5369000
HD 11977 b,HD 11977,1,Radial Velocity,711.00000000,1.930000,12.700,2080.00000,,,4970.00,10.09,1.91,01h54m56.34s,28.7347403,-67d38m49.15s,-67.6469871,67.9331000
HD 120084 b,HD 120084,1,Radial Velocity,2082.00000000,4.300000,12.900,1430.20000,,,4892.00,9.12,2.39,13h42m38.88s,205.6619890,+78d03m52.70s,78.0646376,103.0440000
HD 121504 b,HD 121504,1,Radial Velocity,63.33000000,0.330000,13.600,479.92330,,,6027.00,1.07,1.62,13h57m16.78s,209.3199062,-56d02m25.47s,-56.0404085,41.6592000
HD 124330 b,HD 124330,1,Radial Velocity,270.66000000,0.860000,14.000,238.37131,,,5873.00,1.30,1.15,14h11m16.97s,212.8207093,+54d24m32.30s,54.4089731,60.1977000
HD 12484 b,HD 12484,1,Radial Velocity,58.83000000,0.297000,13.200,947.13340,,,5920.00,1.00,1.01,02h02m26.77s,30.6115322,+02d48m56.91s,2.8158078,48.3367000
HD 125390 b,HD 125390,1,Radial Velocity,1756.20000000,3.160000,12.000,7043.11280,,,4850.00,6.47,1.36,14h18m09.30s,214.5387463,+38d58m00.89s,38.9669132,153.6470000
HD 125595 b,HD 125595,1,Radial Velocity,9.67370000,0.080000,2.400,6.35660,,,4691.00,0.74,0.29,14h21m22.42s,215.3434326,-40d23m39.28s,-40.3942443,28.1989000
HD 125612 b,HD 125612,2,Radial Velocity,557.04000000,1.372000,13.100,985.27300,,,5841.00,1.05,1.11,14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147,57.6207000
HD 125612 c,HD 125612,2,Radial Velocity,4.15514000,0.052400,4.360,17.48065,,,5841.00,1.05,1.11,14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147,57.6207000
HD 125612 d,HD 125612,2,Radial Velocity,2835.00000000,4.060000,12.600,2313.80240,,,5841.00,1.05,1.11,14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147,57.6207000
HD 12648 b,HD 12648,1,Radial Velocity,133.60001000,0.540000,13.400,622.94680,,,4835.00,11.02,0.67,02h18m59.54s,34.7480718,+85d44m11.52s,85.7365329,182.1920000
HD 126525 b,HD 126525,1,Radial Velocity,960.41000000,1.837000,10.300,75.32571,,,5638.00,0.98,0.90,14h27m32.46s,216.8852514,-51d55m58.48s,-51.9329118,37.6506000
HD 12661 b,HD 12661,1,Radial Velocity,262.70862000,0.840000,13.300,772.32690,,,5645.00,1.20,1.20,02h04m34.16s,31.1423525,+25d24m48.83s,25.4135632,37.8478000
HD 12661 c,HD 12661,1,Radial Velocity,1708.00000000,2.814500,13.400,575.88400,,,5748.00,1.11,1.02,02h04m34.16s,31.1423525,+25d24m48.83s,25.4135632,37.8478000
HD 126614 b,HD 126614,3,Radial Velocity,1244.00000000,2.370000,14.200,130.31030,,,5568.00,1.32,1.26,14h26m48.12s,216.7005171,-05d10m42.27s,-5.1784093,73.0961000
HD 128311 b,HD 128311,1,Radial Velocity,453.01900000,1.084000,13.500,562.24127,,,4965.00,0.76,0.83,14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368,16.3292000
HD 128311 c,HD 128311,1,Radial Velocity,921.53800000,1.740000,13.000,1204.25787,,,4965.00,0.76,0.83,14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368,16.3292000
HD 128356 b,HD 128356,1,Radial Velocity,298.20000000,0.870000,13.900,282.86870,,,4875.00,0.85,0.65,14h37m04.87s,219.2702793,-25d48m11.42s,-25.8031728,26.1548000
HD 129445 b,HD 129445,1,Radial Velocity,1840.00000000,2.900000,13.500,508.50700,,,5605.00,1.18,0.99,14h46m02.50s,221.5104196,-68d45m46.76s,-68.7629901,67.4386000
HD 130322 b,HD 130322,1,Radial Velocity,10.70871000,0.092500,13.700,365.49000,,720,5387.00,0.85,0.92,14h47m32.59s,221.8857975,-00d16m55.48s,-0.2820782,31.8766000
HD 131496 b,HD 131496,1,Radial Velocity,896.00000000,2.010000,13.400,572.09400,,,4846.00,4.44,1.34,14h53m23.08s,223.3461495,+18d14m06.94s,18.2352618,131.8490000
HD 131664 b,HD 131664,1,Radial Velocity,1951.00000000,3.170000,12.100,6076.90960,,,5892.00,1.08,1.19,15h00m06.11s,225.0254554,-73d32m06.84s,-73.5352345,52.8128000
HD 13167 b,HD 13167,1,Radial Velocity,2613.00000000,4.100000,13.100,1052.01730,,,5671.00,2.39,1.35,02h08m13.83s,32.0576350,-24d41m44.07s,-24.6955750,148.9340000
HD 13189 b,HD 13189,1,Radial Velocity,471.60001000,1.250000,12.400,3480.23850,,,4175.00,38.41,2.24,02h09m40.18s,32.4173964,+32d18m59.24s,32.3164548,497.8230000
HD 132406 b,HD 132406,1,Radial Velocity,974.00000000,1.980000,12.800,1709.92540,,,5783.00,1.34,1.03,14h56m54.63s,224.2276121,+53d22m51.46s,53.3809615,70.7832000
HD 132563 b,HD 132563,3,Radial Velocity,1544.00000000,2.620000,13.600,473.54700,,,6289.00,1.30,1.23,14h58m21.43s,224.5892892,+44d02m34.29s,44.0428571,105.1550000
HD 133131 A b,HD 133131 A,2,Radial Velocity,649.00000000,1.440000,13.600,451.31860,,,5799.00,0.96,0.95,15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369,51.4736000
HD 133131 A c,HD 133131 A,2,Radial Velocity,3568.00000000,4.490000,14.300,133.48860,,,5799.00,0.96,0.95,15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369,51.4736000
HD 133131 B b,HD 133131 B,2,Radial Velocity,5769.00000000,6.150000,13.300,794.57500,,,5805.00,0.99,0.93,15h03m35.99s,225.8999745,-27d50m29.74s,-27.8415947,51.2993000
HD 134060 b,HD 134060,1,Radial Velocity,3.26960000,0.044400,3.160,10.10000,,,5966.00,1.16,1.09,15h10m44.34s,227.6847587,-61d25m20.55s,-61.4223747,24.0125000
HD 134060 c,HD 134060,1,Radial Velocity,1291.56460000,2.392800,5.910,29.29000,,,5966.00,1.16,1.09,15h10m44.34s,227.6847587,-61d25m20.55s,-61.4223747,24.0125000
HD 134987 b,HD 134987,1,Radial Velocity,258.17999000,0.810000,13.500,511.70630,,,5736.00,1.22,1.10,15h13m28.21s,228.3675397,-25d18m34.82s,-25.3096721,26.1804000
HD 134987 c,HD 134987,1,Radial Velocity,5000.00000000,5.800000,13.900,260.00000,,,5585.00,1.25,1.10,15h13m28.21s,228.3675397,-25d18m34.82s,-25.3096721,26.1804000
HD 136352 b,HD 136352,1,Radial Velocity,11.57779000,0.096900,1.482,4.62000,114.00,911,5850.00,1.01,0.91,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.6820000
HD 136352 c,HD 136352,1,Radial Velocity,27.59090000,0.172900,2.608,11.29000,36.00,682,5850.00,1.01,0.91,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.6820000
HD 136352 d,HD 136352,1,Radial Velocity,107.63000000,0.428500,3.230,10.50000,5.80,433,5850.00,1.01,0.91,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.6820000
HD 136418 b,HD 136418,1,Radial Velocity,464.29999000,1.290000,13.300,680.15620,,,4989.00,3.78,1.48,15h19m06.15s,229.7756438,+41d43m56.72s,41.7324230,105.1680000
HD 136925 b,HD 136925,1,Radial Velocity,4540.00000000,5.130000,13.900,266.97586,,,5773.19,1.19,0.88,15h22m51.78s,230.7157509,+13d21m58.72s,13.3663117,47.8740000
HD 137388 b,HD 137388,1,Radial Velocity,330.00000000,0.890000,9.320,63.56600,,,5181.00,0.88,0.68,15h35m39.62s,233.9150820,-80d12m15.90s,-80.2044169,40.4841000
HD 13808 b,HD 13808,1,Radial Velocity,14.18150000,0.105190,3.350,11.20000,,,5035.00,0.78,0.77,02h12m42.74s,33.1780708,-53d44m37.53s,-53.7437591,28.2305000
HD 13808 c,HD 13808,1,Radial Velocity,53.75300000,0.255400,3.130,9.96000,,,5035.00,0.78,0.77,02h12m42.74s,33.1780708,-53d44m37.53s,-53.7437591,28.2305000
HD 13908 b,HD 13908,1,Radial Velocity,19.38200000,0.154000,13.900,274.91000,,,6255.00,1.67,1.29,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.5515000
HD 13908 c,HD 13908,1,Radial Velocity,931.00000000,2.030000,12.800,1630.40000,,,6255.00,1.67,1.29,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.5515000
HD 13931 b,HD 13931,1,Radial Velocity,4218.00000000,5.150000,13.300,699.22600,,,5867.00,1.25,1.30,02h16m47.52s,34.1979991,+43d46m19.94s,43.7722065,47.3963000
HD 139357 b,HD 139357,1,Radial Velocity,1125.70000000,2.360000,12.500,3101.89000,,,4700.00,11.47,1.35,15h35m16.17s,233.8173564,+53d55m19.74s,53.9221505,112.0900000
HD 1397 b,HD 1397,1,Transit,11.53533000,0.109700,11.500,131.89945,356.00,1228,5521.00,2.34,1.32,00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285,79.5702000
HD 14067 b,HD 14067,1,Radial Velocity,1455.00000000,3.400000,12.600,2479.00000,,,4815.00,12.40,2.40,02h17m10.40s,34.2933480,+23d46m03.56s,23.7676546,142.0240000
HD 141004 b,HD 141004,1,Radial Velocity,15.50830000,0.123800,3.770,13.63484,,,5885.38,1.39,1.05,15h46m26.38s,236.6099205,+07d21m09.97s,7.3527684,11.8148000
HD 141399 b,HD 141399,1,Radial Velocity,94.44000000,0.415000,14.300,143.34133,,,5600.00,1.46,1.07,15h46m53.65s,236.7235392,+46d59m10.64s,46.9862880,37.0169000
HD 141399 c,HD 141399,1,Radial Velocity,201.99000000,0.689000,13.600,422.71390,,,5600.00,1.46,1.07,15h46m53.65s,236.7235392,+46d59m10.64s,46.9862880,37.0169000
HD 141399 d,HD 141399,1,Radial Velocity,1069.80000000,2.090000,13.700,375.03940,,,5600.00,1.46,1.07,15h46m53.65s,236.7235392,+46d59m10.64s,46.9862880,37.0169000
HD 141399 e,HD 141399,1,Radial Velocity,5000.00000000,5.000000,14.100,209.76780,,,5600.00,1.46,1.07,15h46m53.65s,236.7235392,+46d59m10.64s,46.9862880,37.0169000
HD 141937 b,HD 141937,1,Radial Velocity,653.21997000,1.500000,12.500,3079.77270,,,5870.00,1.03,1.09,15h52m17.65s,238.0735585,-18d26m09.50s,-18.4359716,33.3622000
HD 142 b,HD 142,2,Radial Velocity,349.70000000,1.020000,13.700,397.27000,,,6245.00,1.47,1.23,00h06m20.08s,1.5836771,-49d04m31.30s,-49.0753625,26.1853000
HD 142 c,HD 142,2,Radial Velocity,6005.00000000,6.800000,12.800,1684.40000,,,6245.00,1.47,1.23,00h06m20.08s,1.5836771,-49d04m31.30s,-49.0753625,26.1853000
HD 142022 A b,HD 142022 A,2,Radial Velocity,1928.00000000,2.930000,12.900,1411.16520,,,5421.00,1.04,0.90,16h10m11.56s,242.5481731,-84d13m54.30s,-84.2317494,34.2802000
HD 142245 b,HD 142245,3,Radial Velocity,1299.00000000,2.780000,13.100,975.73810,,,4922.00,4.63,3.50,15h52m56.22s,238.2342443,+15d25m50.20s,15.4306118,97.2305000
HD 142415 b,HD 142415,1,Radial Velocity,386.29999000,1.060000,13.500,530.77610,,,5940.00,1.04,1.07,15h57m40.56s,239.4189890,-60d12m02.50s,-60.2006948,35.5318000
HD 143105 b,HD 143105,1,Radial Velocity,2.19740000,0.037900,13.700,384.57430,,,6380.00,1.65,1.51,15h53m36.57s,238.4023547,+68d43m11.92s,68.7199779,46.7789000
HD 143361 b,HD 143361,1,Radial Velocity,1039.15000000,1.988000,13.100,1122.57556,,,5507.00,0.92,0.97,16h01m50.12s,240.4588405,-44d26m06.21s,-44.4350575,68.5146000
HD 145377 b,HD 145377,1,Radial Velocity,103.95000000,0.450000,12.800,1913.33660,,,6014.00,1.05,1.20,16h11m36.47s,242.9019658,-27d04m41.23s,-27.0781199,53.4884000
HD 145457 b,HD 145457,1,Radial Velocity,176.30000000,0.760000,13.300,708.76090,,,4769.00,10.52,1.23,16h10m03.89s,242.5162215,+26d44m34.46s,26.7429068,135.2920000
HD 145675 c,14 Her,1,Radial Velocity,25000.00000000,16.400000,12.800,1843.40476,,,5314.94,1.00,0.97,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323000
HD 145934 b,HD 145934,1,Radial Velocity,2730.00000000,4.600000,13.300,724.62000,,,4899.00,5.38,1.75,16h13m09.89s,243.2912249,+13d14m22.03s,13.2394527,227.8810000
HD 1461 b,HD 1461,1,Radial Velocity,5.77152000,0.063400,2.420,6.44000,,,5765.00,1.13,1.02,00h18m42.30s,4.6762645,-08d03m13.03s,-8.0536206,23.4534000
HD 1461 c,HD 1461,1,Radial Velocity,13.50520000,0.111700,2.230,5.59000,,,5765.00,1.24,1.02,00h18m42.30s,4.6762645,-08d03m13.03s,-8.0536206,23.4534000
HD 147018 b,HD 147018,1,Radial Velocity,44.23600000,0.238800,13.400,674.00000,,,5441.00,0.94,0.93,16h22m59.76s,245.7490012,-61d41m24.46s,-61.6901291,40.4256000
HD 147018 c,HD 147018,1,Radial Velocity,1008.00000000,1.922000,12.700,2080.00000,,,5441.00,0.94,0.93,16h22m59.76s,245.7490012,-61d41m24.46s,-61.6901291,40.4256000
HD 147379 b,HD 147379,2,Radial Velocity,86.78000000,0.323000,5.820,28.55000,,,4156.00,0.57,0.60,16h16m41.42s,244.1725686,+67d14m21.13s,67.2392041,10.7643000
HD 147513 b,HD 147513,2,Radial Velocity,528.40000000,1.320000,13.700,385.00000,,,5883.00,0.98,1.11,16h24m01.39s,246.0057894,-39d11m34.68s,-39.1929661,12.9032000
HD 14787 b,HD 14787,1,Radial Velocity,676.60000000,1.700000,13.700,356.28743,,,4946.00,5.01,1.43,02h23m14.04s,35.8085099,+10d50m12.47s,10.8367972,119.1370000
HD 147873 b,HD 147873,2,Radial Velocity,116.59600000,0.522000,12.800,1633.64620,,,5972.00,2.29,1.38,16h25m45.13s,246.4380471,-33d34m02.00s,-33.5672217,109.0550000
HD 147873 c,HD 147873,2,Radial Velocity,491.54000000,1.360000,13.300,731.00900,,,5972.00,2.29,1.38,16h25m45.13s,246.4380471,-33d34m02.00s,-33.5672217,109.0550000
HD 148156 b,HD 148156,1,Radial Velocity,1027.00000000,2.450000,13.900,270.14400,,,6308.00,1.21,1.22,16h28m17.35s,247.0723035,-46d19m03.03s,-46.3175085,57.1289000
HD 148164 b,HD 148164,1,Radial Velocity,328.55000000,0.993000,13.700,390.93090,,,6032.00,1.34,1.21,16h25m44.44s,246.4351678,+11d55m08.66s,11.9190729,77.1971000
HD 148164 c,HD 148164,1,Radial Velocity,5062.00000000,6.150000,12.800,1640.00280,,,6032.00,1.34,1.21,16h25m44.44s,246.4351678,+11d55m08.66s,11.9190729,77.1971000
HD 148427 b,HD 148427,1,Radial Velocity,331.50000000,1.040000,13.600,413.17900,,,5025.00,3.86,1.64,16h28m28.11s,247.1171311,-13d23m58.64s,-13.3996231,71.3499000
HD 149026 b,HD 149026,1,Radial Velocity,2.87589000,0.043640,8.295,120.77540,,1626,6179.00,1.41,1.42,16h30m29.52s,247.6229827,+38d20m51.13s,38.3475349,75.8643000
HD 149143 b,HD 149143,1,Radial Velocity,4.07182000,0.053000,13.600,422.71390,,,5856.00,1.44,1.20,16h32m51.04s,248.2126715,+02d05m04.04s,2.0844547,73.2801000
HD 1502 b,HD 1502,1,Radial Velocity,428.50000000,1.262000,13.200,874.03250,,,4947.00,4.67,1.46,00h19m17.15s,4.8214389,+14d03m16.86s,14.0546830,190.9530000
HD 150706 b,HD 150706,1,Radial Velocity,5894.00000000,6.700000,13.200,861.28000,,,5961.00,0.96,1.17,16h31m18.14s,247.8255687,+79d47m21.85s,79.7894032,28.2697000
HD 152079 b,HD 152079,1,Radial Velocity,2918.92000000,4.187000,13.200,845.74563,,,5907.00,1.13,1.15,16h53m29.58s,253.3732313,-46d20m00.09s,-46.3333582,87.8888000
HD 152581 b,HD 152581,1,Radial Velocity,686.50000000,1.660000,13.400,594.02427,,,5027.00,5.14,1.30,16h53m43.59s,253.4316451,+11d58m25.26s,11.9736828,165.7600000
HD 152843 b,HD 152843,1,Transit,11.62640000,0.105300,3.410,11.56000,255.70,1120,6310.00,1.43,1.15,16h55m08.37s,253.7848853,+20d29m29.49s,20.4915240,107.8980000
HD 152843 c,HD 152843,1,Transit,24.38000000,,5.830,27.50000,,,6310.00,1.43,1.15,16h55m08.37s,253.7848853,+20d29m29.49s,20.4915240,107.8980000
HD 15337 b,HD 15337,1,Transit,4.75615000,0.052200,1.640,7.51000,161.67,1001,5125.00,0.86,0.90,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155000
HD 15337 c,HD 15337,1,Transit,17.17840000,0.126800,2.390,8.11000,8.36,642,5125.00,0.86,0.90,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155000
HD 153950 b,HD 153950,1,Radial Velocity,499.39999000,1.280000,13.200,937.59850,,,6124.00,1.28,1.25,17h04m31.03s,256.1292826,-43d18m37.35s,-43.3103753,48.4549000
HD 154345 b,HD 154345,1,Radial Velocity,3341.55884000,4.210000,13.900,260.62060,,,5468.00,0.85,0.71,17h02m36.59s,255.6524619,+47d05m08.00s,47.0855544,18.2840000
HD 154672 b,HD 154672,1,Radial Velocity,163.94000000,0.600000,12.800,1706.74710,,,5743.00,1.32,1.18,17h10m04.97s,257.5206970,-56d26m59.29s,-56.4498041,63.0484000
HD 154857 b,HD 154857,1,Radial Velocity,408.60001000,1.290000,13.300,778.68350,,,5589.00,2.30,1.96,17h11m15.89s,257.8161940,-56d40m51.74s,-56.6810380,63.4482000
HD 154857 c,HD 154857,1,Radial Velocity,3452.00000000,5.360000,13.200,819.97000,,,5605.00,1.76,1.72,17h11m15.89s,257.8161940,-56d40m51.74s,-56.6810380,63.4482000
HD 155193 b,HD 155193,1,Radial Velocity,352.65000000,1.040000,14.000,238.37131,,,6239.00,1.76,1.22,17h09m41.01s,257.4208876,+10d02m17.16s,10.0381003,57.7995000
HD 155233 b,HD 155233,2,Radial Velocity,818.80000000,2.000000,13.200,826.35800,,,4960.00,5.03,1.69,17h11m04.35s,257.7681391,-20d39m18.59s,-20.6551640,74.2309000
HD 155358 b,HD 155358,1,Radial Velocity,194.30000000,0.630000,13.800,314.65170,,,5905.00,1.38,1.15,17h09m34.34s,257.3930947,+33d21m17.74s,33.3549277,43.6197000
HD 155358 c,HD 155358,1,Radial Velocity,391.90000000,1.020000,13.900,261.00000,,,5900.00,1.38,0.92,17h09m34.34s,257.3930947,+33d21m17.74s,33.3549277,43.6197000
HD 156279 b,HD 156279,1,Radial Velocity,131.05000000,0.490000,12.500,3140.16040,,,5453.00,0.95,0.95,17h12m23.20s,258.0966686,+63d21m10.02s,63.3527828,36.1945000
HD 156279 c,HD 156279,1,Radial Velocity,4191.00000000,,12.600,2733.33800,,,5453.00,0.95,0.93,17h12m23.20s,258.0966686,+63d21m10.02s,63.3527828,36.1945000
HD 156411 b,HD 156411,1,Radial Velocity,842.20000000,1.880000,14.000,235.18000,,,5900.00,2.16,1.25,17h19m51.35s,259.9639522,-48d33m00.83s,-48.5502313,56.8655000
HD 156668 b,HD 156668,1,Radial Velocity,4.64550000,0.050000,1.870,4.15000,,,4850.00,0.72,0.77,17h17m40.40s,259.4183491,+29d13m41.38s,29.2281610,24.3323000
HD 156668 c,HD 156668,1,Radial Velocity,811.30000000,1.570000,6.170,31.49680,,,4903.69,0.77,0.79,17h17m40.40s,259.4183491,+29d13m41.38s,29.2281610,24.3323000
HD 156846 b,HD 156846,2,Radial Velocity,359.51001000,1.120000,12.400,3391.24610,,,6090.00,1.90,1.38,17h20m34.16s,260.1423366,-19d20m03.71s,-19.3343650,47.7332000
HD 158038 b,HD 158038,1,Radial Velocity,521.00000000,1.500000,13.500,486.27990,,,4860.00,4.50,1.30,17h25m45.49s,261.4395312,+27d18m11.06s,27.3030721,94.8625000
HD 158259 b,HD 158259,1,Radial Velocity,2.17800000,,1.214,2.22000,1460.74,1577,5801.89,1.21,1.08,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498000
HD 158259 c,HD 158259,1,Radial Velocity,3.43200000,,2.230,5.60000,,,5801.89,1.21,1.08,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498000
HD 158259 d,HD 158259,1,Radial Velocity,5.19808140,,2.180,5.41000,,,5801.89,1.21,1.08,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498000
HD 158259 e,HD 158259,1,Radial Velocity,7.95100000,,2.340,6.08000,,,5801.89,1.21,1.08,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498000
HD 158259 f,HD 158259,1,Radial Velocity,12.02800000,,2.350,6.14000,,,5801.89,1.21,1.08,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498000
HD 158996 b,HD 158996,1,Radial Velocity,820.20000000,2.100000,12.300,4449.62000,,,4069.00,50.30,1.80,17h19m37.23s,259.9051092,+80d08m11.05s,80.1364033,283.6590000
HD 159243 b,HD 159243,1,Radial Velocity,12.62000000,0.110000,13.700,359.13000,,,6123.00,1.12,1.12,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055000
HD 159243 c,HD 159243,1,Radial Velocity,248.40000000,0.800000,13.400,603.90000,,,6123.00,1.12,1.12,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055000
HD 159868 b,HD 159868,1,Radial Velocity,1184.10000000,2.320000,13.300,704.94694,,,5534.00,2.13,1.19,17h38m59.20s,264.7466665,-43d08m46.44s,-43.1462347,55.8503000
HD 159868 c,HD 159868,1,Radial Velocity,351.00000000,1.032000,14.000,244.09344,,,5534.00,2.13,1.19,17h38m59.20s,264.7466665,-43d08m46.44s,-43.1462347,55.8503000
HD 1605 b,HD 1605,1,Radial Velocity,577.20000000,1.492000,13.800,296.85322,,,4915.00,3.49,1.33,00h20m31.62s,5.1317548,+30d58m30.22s,30.9750611,88.8047000
HD 1605 c,HD 1605,1,Radial Velocity,2149.00000000,3.584000,13.000,1150.54460,,,4915.00,3.49,1.33,00h20m31.62s,5.1317548,+30d58m30.22s,30.9750611,88.8047000
HD 160691 b,HD 160691,1,Radial Velocity,643.25000000,1.497000,13.500,532.68308,,,5807.00,1.38,1.08,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981000
HD 160691 c,HD 160691,1,Radial Velocity,4205.80000000,5.235000,13.400,576.51900,,,5807.00,1.38,1.08,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981000
HD 160691 d,HD 160691,1,Radial Velocity,9.63860000,0.090940,3.240,10.55470,,900,5813.00,1.38,1.08,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981000
HD 160691 e,HD 160691,1,Radial Velocity,310.55000000,0.921000,14.200,165.86850,,,5771.56,1.38,1.08,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981000
HD 16141 b,HD 16141,2,Radial Velocity,75.52300000,0.360000,10.900,82.63580,,,5757.00,1.48,1.11,02h35m19.77s,38.8323674,-03d33m44.96s,-3.5624887,37.7861000
HD 16175 b,HD 16175,1,Radial Velocity,990.00000000,2.120000,12.800,1620.93300,,,5981.00,1.72,1.63,02h37m01.86s,39.2577379,+42d03m44.83s,42.0624526,59.8590000
HD 162020 b,HD 162020,1,Radial Velocity,8.42820000,0.080000,12.500,3127.44720,,,4723.00,0.75,0.42,17h50m38.38s,267.6599252,-40d19m06.47s,-40.3184646,30.8248000
HD 163607 b,HD 163607,1,Radial Velocity,75.22030000,0.362000,13.900,249.05159,,,5522.00,1.76,1.12,17h53m40.35s,268.4181383,+56d23m32.89s,56.3924701,67.7855000
HD 163607 c,HD 163607,1,Radial Velocity,1272.00000000,2.390000,13.300,699.54383,,,5522.00,1.76,1.12,17h53m40.35s,268.4181383,+56d23m32.89s,56.3924701,67.7855000
HD 16417 b,HD 16417,2,Radial Velocity,17.24000000,0.140000,5.000,22.10000,,,5841.00,1.64,1.20,02h36m58.58s,39.2441029,-34d34m44.73s,-34.5790905,25.3936000
HD 164509 b,HD 164509,2,Radial Velocity,280.17000000,0.870000,14.300,140.79869,,,5859.00,1.11,1.12,18h01m31.22s,270.3800811,+00d06m16.09s,0.1044685,53.1119000
HD 164595 b,HD 164595,2,Radial Velocity,40.00000000,0.230000,4.160,16.14000,,,5790.00,1.02,0.99,18h00m38.73s,270.1613723,+29d34m21.61s,29.5726698,28.2540000
HD 164604 b,HD 164604,1,Radial Velocity,641.47200000,1.331000,13.400,635.00000,,,4684.00,0.77,0.77,18h03m06.89s,270.7787177,-28d33m39.00s,-28.5608343,39.3633000
HD 164922 b,HD 164922,1,Radial Velocity,1207.00000000,2.160000,13.300,116.00000,0.16,159,5390.00,0.95,0.93,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016000
HD 164922 c,HD 164922,1,Radial Velocity,75.74000000,0.341000,3.660,13.00000,6.29,400,5390.00,0.95,0.93,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016000
HD 164922 d,HD 164922,1,Radial Velocity,12.45800000,0.103000,1.830,4.00000,,,5390.00,0.95,0.93,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016000
HD 164922 e,HD 164922,1,Radial Velocity,41.76300000,0.229200,3.230,10.52012,,,5393.43,1.00,0.92,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016000
HD 165155 b,HD 165155,1,Radial Velocity,434.50000000,1.130000,13.200,918.52870,,,5426.00,0.95,1.02,18h05m57.44s,271.4893395,-29d55m02.11s,-29.9172536,63.3574000
HD 1666 b,HD 1666,1,Radial Velocity,270.00000000,0.940000,12.700,2040.00000,,,6317.00,1.93,1.50,00h20m52.33s,5.2180424,-19d55m53.34s,-19.9314823,117.9080000
